name,actors
Guardians of the Galaxy Vol. 3,"['Chris Pratt', 'Zoe Saldaña', 'Dave Bautista', 'Karen Gillan', 'Pom Klementieff', 'Vin Diesel', 'Bradley Cooper', 'Will Poulter', 'Sean Gunn', 'Chukwudi Iwuji', 'Linda Cardellini', 'Nathan Fillion', 'Sylvester Stallone']"
The 15:17 to Paris,"['Anthony Sadler', 'Alek Skarlatos', 'Spencer Stone', 'Judy Greer', 'Jenna Fischer', 'William Jennings', 'Bryce Gheisar', 'Paul-Mikel Williams', 'Thomas Lennon', 'P. J. Byrne', 'Tony Hale']"
Fast & Furious Presents:Hobbs & Shaw,"['Dwayne Johnson', 'Jason Statham', 'Idris Elba', 'Vanessa Kirby', 'Cliff Curtis', 'Helen Mirren']"
The Kid Who Would Be King,"['Louis Ashbourne Serkis', 'Tom Taylor', 'Rebecca Ferguson', 'Patrick Stewart[1]']"
About Endlessness,[]
Arctic,[]
Benedetta,"['Virginie Efira', 'Charlotte Rampling', 'Daphné Patakia', 'Lambert Wilson', 'Olivier Rabourdin', 'Louise Chevillotte', 'Hervé Pierre', 'Clotilde Courau']"
Naughty Grandma,"['Aleksandr Revva', 'Glukoza']"
Legacy of Lies,[]
Saaho,"['Prabhas', 'Shraddha Kapoor', 'Chunky Pandey', 'Jackie Shroff', 'Arun Vijay', 'Neil Nitin Mukesh']"
Elizabeth Harvest,[]
The King's Man,"['Ralph Fiennes', 'Gemma Arterton', 'Rhys Ifans', 'Matthew Goode', 'Tom Hollander', 'Harris Dickinson', 'Daniel Brühl', 'Djimon Hounsou', 'Charles Dance']"
Book Club,"['Diane Keaton', 'Jane Fonda', 'Candice Bergen', 'Mary Steenburgen', 'Craig T. Nelson', 'Andy García', 'Don Johnson']"
Boonie Bears: Entangled Worlds or 熊出没之奇幻空间,"['Laure Shang', 'Bao Chunlai', 'Sun Jianhong', 'Joseph Zeng', 'Bingjun Zhang', 'Saitama']"
Support the Girls,"['Regina Hall', 'Haley Lu Richardson', 'James LeGros', 'Shayna McHayle', 'Dylan Gelula', 'AJ Michalka', 'Brooklyn Decker', 'Jana Kramer', 'Lea DeLaria']"
The Little Stranger,"['Domhnall Gleeson', 'Ruth Wilson', 'Will Poulter', 'Charlotte Rampling']"
Detective Dee: The Four Heavenly Kings,"['Mark Chao', 'William Feng', 'Kenny Lin', 'Ethan Juan', 'Sandra Ma', 'Carina Lau']"
A Taxi Driver,"['Song Kang-ho', 'Thomas Kretschmann', 'Yoo Hae-jin', 'Ryu Jun-yeol']"
News of the World,"['Tom Hanks', 'Helena Zengel']"
Operation Red Sea,"['Zhang Yi', 'Huang Jingyu', 'Hai Qing', 'Du Jiang', 'Jiang Luxia']"
Archive,"['Theo James', 'Stacy Martin', 'Rhona Mitra', 'Peter Ferdinando', 'Richard Glover', 'Lia Williams', 'Toby Jones']"
A Day,[]
Naples in Veils,"['Giovanna Mezzogiorno', 'Alessandro Borghi', 'Anna Bonaiuto', 'Peppe Barra', 'Biagio Forestieri', 'Luisa Ranieri', 'Maria Pia Calzone', 'Carmine Recano', 'Angela Pagano', 'Maria Luisa Santella', 'Loredana Cannata', 'Lina Sastri', 'Isabella Ferrari']"
Mirai,"['Moka Kamishiraishi', 'Haru Kuroki', 'Gen Hoshino', 'Kumiko Aso[5]', 'Mitsuo Yoshihara', 'Yoshiko Miyazaki', 'Kōji Yakusho[6][7]', 'Masaharu Fukuyama[1]']"
Slaughterhouse Rulez,"['Asa Butterfield', 'Finn Cole', 'Hermione Corfield', 'Michael Sheen', 'Nick Frost', 'Simon Pegg']"
The Originals,"['Maged El Kedwany', 'Khaled El Sawy', 'Menna Shalabi']"
Mamma Mia! Here We Go Again,"['Christine Baranski', 'Pierce Brosnan', 'Dominic Cooper', 'Colin Firth', 'Andy García', 'Lily James', 'Amanda Seyfried', 'Stellan Skarsgård', 'Julie Walters', 'Cher', 'Meryl Streep']"
Pope Francis: A Man of His Word,['Pope Francis']
The Shiny Shrimps,"['Nicolas Gob', 'Alban Lenoir', 'Michaël Abiteboul', 'David Baïot', 'Romain Lancry', 'Roland Menou', 'Geoffrey Couët', 'Romain Brau', 'Félix Martinez']"
Resident Evil: Welcome to Raccoon City,"['Kaya Scodelario', 'Hannah John-Kamen', 'Robbie Amell', 'Tom Hopper', 'Avan Jogia', 'Donal Logue', 'Neal McDonough']"
The Souvenir,"['Honor Swinton Byrne', 'Tom Burke', 'Tilda Swinton']"
Viswasapoorvam Mansoor,[]
Johnny English Strikes Again,"['Rowan Atkinson', 'Ben Miller', 'Olga Kurylenko', 'Jake Lacy', 'Emma Thompson']"
The Great Battle,[]
The Boss Baby: Family Business,"['Alec Baldwin', 'James Marsden', 'Amy Sedaris', 'Ariana Greenblatt', 'Jeff Goldblum', 'Eva Longoria', 'Jimmy Kimmel', 'Lisa Kudrow']"
Duck Butter,"['Alia Shawkat', 'Laia Costa', 'Mae Whitman', 'Hong Chau', 'Kate Berlant']"
Green Book,"['Viggo Mortensen', 'Mahershala Ali']"
Good Boys,"['Jacob Tremblay', 'Keith L. Williams', 'Brady Noon', 'Molly Gordon', 'Lil Rel Howery', 'Midori Francis']"
Empowered,"['Maribel Verdú', 'Diego Martín', 'Toni Acosta', 'Rafael Spregelburd', 'Bárbara Santa Cruz', 'Cristina Castaño', 'Cristina Pedroche', 'David Guapo', 'Quique San Francisco', 'Florentino Fernández', 'El Gran Wyoming', 'Candela Peña', 'Santiago Segura']"
Sad Hill Unearthed,"['David Alba Romero', 'Sergio García Hernández', 'Diego Montero', 'Joseba del Valle', 'Christopher Frayling', 'Eugenio Alabiso', 'Sergio Salvati', 'Álex de la Iglesia', 'Stephen Leigh', 'Peter J. Hanley', 'James Hetfield', 'Joe Dante', 'Ennio Morricone', 'Clint Eastwood']"
Rosapoo,"['Biju Menon', 'Neeraj Madhav', 'Soubin Shahir', 'Anjali']"
Boy Erased,"['Lucas Hedges', 'Nicole Kidman', 'Joel Edgerton', 'Joe Alwyn', 'Xavier Dolan', 'Troye Sivan', 'Cherry Jones', 'Flea', 'Russell Crowe']"
The Great Buddha+,[]
Our Shining Days,[]
Eighth Grade,"['Elsie Fisher', 'Josh Hamilton', 'Emily Robinson', 'Jake Ryan', 'Fred Hechinger']"
Synonyms,"['Tom Mercier', 'Quentin Dolmaire', 'Louise Chevillotte']"
Blessed Madness,[]
The Accidental Detective 2: In Action,"['Kwon Sang-woo', 'Sung Dong-il', 'Lee Kwang-soo', 'Seo Young-hee', 'Lee Il-hwa', 'Choi Deok-moon']"
Come True,"['Julia Sarah Stone', 'Landon Liboiron']"
A Simple Favor,"['Anna Kendrick', 'Blake Lively', 'Henry Golding', 'Andrew Rannells', 'Linda Cardellini', 'Rupert Friend', 'Jean Smart']"
The Insult,"['Adel Karam', 'Kamel El Basha', 'Diamand Bou Abboud']"
American Traitor: The Trial of Axis Sally,"['Meadow Williams', 'Thomas Kretschmann', 'Al Pacino', 'Swen Temmel', 'Mitch Pileggi', 'Carsten Norgaard', 'Lala Kent', 'Marcus Rafinski', 'Carlos Leal']"
Dharmayuddhaya,[]
Trading Paint,"['John Travolta', 'Michael Madsen', 'Shania Twain', 'Toby Sebastian']"
A Madea Family Funeral,"['Cassi Davis', 'Patrice Lovely', 'Tyler Perry']"
Chain Aye Na Film,"['Shehroz Sabzwari', 'Sarish Khan', 'Adil Murad', 'Sobia Khan', 'Mustafa Qureshi', 'Atiqa Odho', 'Danish Nawaz', 'Behroze Sabzwari']"
Angel of Mine,"['Noomi Rapace', 'Yvonne Strahovski', 'Luke Evans', 'Richard Roxburgh']"
Mehrunisa V Lub U,['Sana JavedDanish TaimoorJaved Sheikh']
Return of the Hero,[]
Boss 2: Back to Rule,"['Jeet', 'Subhashree Ganguly', 'Nusrat Faria']"
The Conjuring: The Devil Made Me Do It,"['Vera Farmiga', 'Patrick Wilson', ""Ruairi O'Connor"", 'Sarah Catherine Hook', 'Julian Hilliard']"
The Front Runner,"['Hugh Jackman', 'Vera Farmiga', 'J. K. Simmons', 'Alfred Molina']"
Dragon Rider,"['Thomas Brodie-Sangster', 'Felicity Jones', 'Freddie Highmore', 'Patrick Stewart']"
Thawed Carp,"['Marina Neyolova', 'Alisa Freindlikh', 'Yevgeny Mironov', 'Anton Shpinkov', 'Tatyana Tuzova']"
The End?,[]
Venom: Let There Be Carnage,"['Tom Hardy', 'Michelle Williams', 'Naomie Harris', 'Reid Scott', 'Stephen Graham', 'Woody Harrelson']"
There's No Place Like Home,"['Stefano Accorsi', 'Carolina Crescentini', 'Elena Cucci', 'Pierfrancesco Favino', 'Claudia Gerini', 'Massimo Ghini', 'Sabrina Impacciatore', 'Gianfelice Imparato', 'Ivano Marescotti', 'Giulia Michelini', 'Sandra Milo', 'Giampaolo Morelli', 'Stefania Sandrelli', 'Valeria Solarino', 'Gianmarco Tognazzi']"
Detective K: Secret of the Living Dead,[]
Natale da chef,[]
If Beale Street Could Talk,"['KiKi Layne', 'Stephan James', 'Colman Domingo', 'Teyonah Parris', 'Michael Beach', 'Dave Franco', 'Diego Luna', 'Pedro Pascal', 'Ed Skrein', 'Brian Tyree Henry', 'Regina King']"
Wonder Woman 1984,"['Gal Gadot', 'Chris Pine', 'Kristen Wiig', 'Pedro Pascal', 'Robin Wright', 'Connie Nielsen']"
Wolf Warrior 2,[]
A Rainy Day in New York,"['Timothée Chalamet', 'Elle Fanning', 'Selena Gomez', 'Jude Law', 'Diego Luna', 'Liev Schreiber']"
Onward,"['Tom Holland', 'Chris Pratt', 'Julia Louis-Dreyfus', 'Octavia Spencer']"
Unsane,"['Claire Foy', 'Joshua Leonard', 'Jay Pharoah', 'Juno Temple', 'Aimee Mullins', 'Amy Irving', 'Matt Damon']"
Hearts Beat Loud,"['Nick Offerman', 'Kiersey Clemons', 'Ted Danson', 'Sasha Lane', 'Blythe Danner', 'Toni Collette']"
Fidaa,"['Varun Tej', 'Sai Pallavi']"
Batman: Gotham by Gaslight,"['Bruce Greenwood', 'Jennifer Carpenter']"
Il vegetale,"['Fabio Rovazzi', 'Luca Zingaretti', 'Ninni Bruschetta']"
El Angel,"['Cecilia Roth', 'Luis Gnecco', 'Mercedes Morán', 'Peter Lanzani', 'Chino Darín', 'Lorenzo Ferro']"
Bhai's Cafe,"['Mehboob Bawa', 'Suraya Rose Santos', 'Siv Ngesi']"
Pad Man,"['Akshay Kumar', 'Sonam Kapoor', 'Radhika Apte']"
I Want to Eat Your Pancreas,"['Mahiro Takasugi', 'Lynn', 'Yukiyo Fujii', 'Yuma Uchida', 'Jun Fukushima', 'Atsuko Tanaka', 'Shin-ichiro Miki', 'Emi Wakui']"
Taxi 5,[]
Orayiram Kinakalal,[]
The First King: Birth of an Empire,"['Alessandro Borghi', 'Alessio Lapice']"
The Eight Hundred,"['Huang Zhizhong', 'Oho Ou', 'Wang Qianyuan', 'Jiang Wu', 'Zhang Yi', 'Du Chun', 'Vision Wei', 'Li Chen', 'Yu Haoming']"
Arjun Reddy,"['Vijay Deverakonda', 'Shalini Pandey']"
Triangle of Sadness,"['Harris Dickinson', 'Charlbi Dean', 'Dolly de Leon', 'Zlatko Burić', 'Iris Berben', 'Vicki Berlin', 'Henrik Dorsin', 'Jean-Christophe Folly[fr]', 'Amanda Walker', 'Oliver Ford Davies', 'Sunnyi Melles', 'Woody Harrelson']"
Vicious,"['Dakota Fanning', 'Kathryn Hunter', 'Mary McCormack', 'Rachel Blanchard', 'Devyn Nekoda']"
Uncle Drew,"['Kyrie Irving', 'Lil Rel Howery', ""Shaquille O'Neal"", 'Chris Webber', 'Reggie Miller', '', 'Lisa Leslie', 'Erica Ash', 'J. B. Smoove', 'Mike Epps', 'Tiffany Haddish', 'Nick Kroll', 'Aaron Gordon']"
Behind You,[]
Maquia: When the Promised Flower Blooms,"['Manaka Iwami', 'Miyu Irino']"
Parque Mayer,"['Francisco Froes', 'Daniela Melchior']"
BlacKkKlansman,"['John David Washington', 'Adam Driver', 'Laura Harrier', 'Topher Grace']"
It Chapter Two,"['James McAvoy', 'Jessica Chastain', 'Bill Hader', 'Isaiah Mustafa', 'Jay Ryan', 'James Ransone', 'Andy Bean', 'Bill Skarsgård']"
Bennett's War,"['Michael Roark', 'Trace Adkins', 'Ali Afshar', 'Allison Paige']"
Shikkari Shambhu,"['Kunchacko Boban', 'Sshivada', 'Vishnu Unnikrishnan', 'Hareesh Kanaran', 'Johny Antony']"
"Paul, Apostle of Christ","['Jim Caviezel', 'Olivier Martinez', 'James Faulkner', 'Joanne Whalley', 'John Lynch']"
Instant Family,"['Mark Wahlberg', 'Rose Byrne', 'Isabela Merced', 'Margo Martindale', 'Julie Hagerty', 'Octavia Spencer']"
A Man Called Otto,"['Tom Hanks', 'Mariana Treviño', 'Rachel Keller', 'Manuel Garcia-Rulfo', 'Truman Hanks', 'Mike Birbiglia']"
The Rising Hawk: Battle for the Carpathians,"['Robert Patrick', 'Tommy Flanagan', 'Poppy Drayton', 'Alex MacNicoll']"
Panchavarnathatha,[]
The Wolf's Call,"['François Civil', 'Omar Sy', 'Mathieu Kassovitz', 'Reda Kateb', 'Paula Beer', 'Alexis Michalik', 'Jean-Yves Berteloot', 'Damien Bonnard']"
Mahanati,"['Keerthy Suresh', 'Dulquer Salmaan', 'Samantha Ruth Prabhu', 'Vijay Deverakonda']"
The Bob's Burgers Movie,"['H. Jon Benjamin', 'Dan Mintz', 'Eugene Mirman', 'Larry Murphy', 'John Roberts', 'Kristen Schaal', 'David Wain', 'Zach Galifianakis', 'Kevin Kline']"
Eeda,[]
Ron's Gone Wrong,"['Jack Dylan Grazer', 'Zach Galifianakis', 'Ed Helms', 'Justice Smith', 'Rob Delaney', 'Kylie Cantrall', 'Ricardo Hurtado', 'Olivia Colman']"
The House Next Door: Meet the Blacks 2,"['Mike Epps', 'Katt Williams', 'Bresha Webb', 'Lil Duval', 'Zulay Henao', 'Tyrin Turner', 'Michael Blackson', 'Andrew Bachelor', 'Gary Owen', 'Danny Trejo']"
Lady J,[]
StarDog and TurboCat,"['Luke Evans', 'Nick Frost', 'Gemma Arterton', 'Bill Nighy', ""Charli D'Amelio""]"
Sorry Angel,"['Vincent Lacoste', 'Pierre Deladonchamps', 'Denis Podalydès']"
Little Vampire,"['Louise Lacoste', 'Camille Cottin', 'Alex Lutz', 'Jean-Paul Rouve', 'Claire de La Rüe du Can', 'Quentin Faure', 'Joann Sfar']"
Like a Boss,"['Tiffany Haddish', 'Rose Byrne', 'Jennifer Coolidge', 'Billy Porter', 'Salma Hayek']"
Ben Is Back,"['Julia Roberts', 'Lucas Hedges', 'Courtney B. Vance']"
Dora and the Lost City of Gold,"['Isabela Moner', 'Eugenio Derbez', 'Michael Peña', 'Eva Longoria', 'Danny Trejo']"
Swathanthryam Ardharathriyil,[]
Judy,"['Renée Zellweger', 'Finn Wittrock', 'Jessie Buckley', 'Rufus Sewell', 'Michael Gambon']"
Top End Wedding,[]
Sudani from Nigeria,[]
Kuttanadan Marpappa,[]
Dynasty Warriors,[]
Hope Gap,"['Annette Bening', 'Bill Nighy', ""Josh O'Connor"", 'Aiysha Hart', 'Ryan McKen', 'Steven Pacey', 'Nicholas Burns']"
Kalyanam,[]
Sound of Freedom,"['Jim Caviezel', 'Mira Sorvino', 'Bill Camp']"
Ira,[]
Major Grom: Plague Doctor,"['Tikhon Zhiznevsky', 'Lyubov Aksyonova', 'Aleksei Maklakov', 'Aleksandr Seteykin', 'Sergei Goroshko', 'Dmitry Chebotaryov', 'Mikhail Evlanov', 'Oleg Chugunov']"
Heart Blackened,"['Choi Min-sik', 'Park Shin-hye', 'Ryu Jun-yeol', 'Lee Hanee']"
Keteke,[]
The Legend of Hallowaiian,"['Noah Schnapp', 'Tia Carrere', 'Mark Dacascos', 'Vanessa Williams', 'Teilor Grubbs', 'Mark Hamill']"
Luce,"['Naomi Watts', 'Octavia Spencer', 'Kelvin Harrison Jr.', 'Norbert Leo Butz', 'Tim Roth']"
A Dog's Way Home,"['Ashley Judd', 'Jonah Hauer-King', 'Edward James Olmos', 'Alexandra Shipp', 'Wes Studi', 'Bryce Dallas Howard']"
Mulk,[]
What Men Want,"['Taraji P. Henson', 'Aldis Hodge', 'Richard Roundtree', 'Wendi McLendon-Covey', 'Tracy Morgan']"
Marriage Story,"['Scarlett Johansson', 'Adam Driver', 'Laura Dern', 'Alan Alda', 'Ray Liotta', 'Julie Hagerty', 'Merritt Wever']"
Three Identical Strangers,"['Edward Galland', 'David Kellman', 'Robert Shafran']"
Searching,"['John Cho', 'Debra Messing']"
Brittany Runs a Marathon,"['Jillian Bell', 'Michaela Watkins', 'Utkarsh Ambudkar', 'Lil Rel Howery', 'Micah Stock']"
Won't You Be My Neighbor?,"['Fred Rogers', 'François Clemmons', 'Yo-Yo Ma', 'Joe Negri', 'David Newell', 'Tom Junod', 'Joanne Rogers']"
RBG,"['Ruth Bader Ginsburg', 'Jane Ginsburg', 'James Steven Ginsburg', 'Nina Totenberg', 'Clara Spera', 'Gloria Steinem']"
Soorma,[]
Magasiskola,[]
Batti Gul Meter Chalu,[]
Badhaai Ho,[]
Stuber,"['Kumail Nanjiani', 'Dave Bautista', 'Iko Uwais', 'Natalie Morales', 'Betty Gilpin', 'Jimmy Tatro', 'Mira Sorvino', 'Karen Gillan']"
Greenland,"['Gerard Butler', 'Morena Baccarin', 'Roger Dale Floyd', 'Scott Glenn', 'David Denman', 'Hope Davis']"
My Hero Academia: Two Heroes,"['Daiki Yamashita', 'Kenta Miyake', 'Mirai Shida', 'Katsuhisa Namase', 'Nobuhiko Okamoto', 'Ayane Sakura', 'Kaito Ishikawa', 'Yuki Kaji', 'Marina Inoue', 'Toshiki Masuda', 'Ryō Hirohashi', 'Tasuku Hatanaka', 'Kei Shindō', 'Rikiya Koyama']"
Brightburn,"['Elizabeth Banks', 'David Denman', 'Jackson A. Dunn', 'Matt Jones', 'Meredith Hagner']"
Never Rarely Sometimes Always,"['Sidney Flanigan', 'Talia Ryder', 'Théodore Pellerin', 'Ryan Eggold', 'Sharon Van Etten']"
Free Solo,"['Alex Honnold', 'Sanni McCandless', 'Jimmy Chin', 'Tommy Caldwell']"
Hereditary,"['Toni Collette', 'Alex Wolff', 'Milly Shapiro', 'Ann Dowd', 'Gabriel Byrne']"
Hanson and the Beast,[]
Shob Bhooturey,[]
The Last Tree,"['Sam Adewunmi', 'Gbemisola Ikumelo', 'Denise Black', 'Tai Golding', 'Ruthxjiah Bellenea', 'Demmy Ladipo', 'Nicholas Pinnock']"
Your Son,"['Jose Coronado', 'Ana Wagener', 'Asia Ortega', 'Pol Monen', 'Ester Expósito']"
Jawani Phir Nahi Ani 2,"['Humayun Saeed', 'Fahad Mustafa', 'Ahmad Ali Butt', 'Vasay Chaudhry', 'Kubra Khan', 'Mawra Hocane']"
While at War,"['Karra Elejalde', 'Eduard Fernández', 'Santi Prego', 'Luis Bermejo', 'Tito Valverde', 'Patricia López Arnaiz', 'Inma Cuevas', 'Carlos Serrano-Clark', 'Luis Zahera', 'Ainhoa Santamaría', 'Mireia Ruiz', 'Luis Callejo', 'Dafnis Balduz', 'Jorge Andreu', 'Nathalie Poza']"
The Fanatic,"['John Travolta', 'Devon Sawa', 'Ana Golja', 'Jacob Grodnik', 'James Paxton', 'Denny Méndez']"
The Awakener,[]
Don't Be Embarrassed,"['Ahmad Mehranfar', 'Shabnam Moghaddami', 'Linda Kiani', 'Shohreh Lorestani', 'Kobra Goodarzi', 'Elnaz Habibi', 'Sam Derakhshani']"
We Die Young,[]
Gogol. Viy,"['Alexander Petrov', 'Evgeniy Stychkin', 'Artem Suchkov']"
One Cut of the Dead,"['Takayuki Hamatsu', 'Yuzuki Akiyama', 'Kazuaki Nagaya', 'Harumi Syuhama', 'Manabu Hosoi', 'Hiroshi Ichihara', 'Shuntaro Yamazaki', 'Shinichiro Osawa']"
Karwaan,[]
Bodies at Rest,"['Nick Cheung', 'Richie Jen', 'Yang Zi']"
On Your Wedding Day,"['Park Bo-young', 'Kim Young-kwang']"
The Soul-Mate,[]
Dragon Ball Super: Broly,[]
OSS 117: From Africa with Love,"['Jean Dujardin', 'Pierre Niney', ""Fatou N'Diaye"", 'Natacha Lindinger', 'Habib Dembélé', 'Pol White', 'Ivan Franek', 'Gilles Cohen', 'Wladimir Yordanoff']"
Jumanji: The Next Level,"['Dwayne Johnson', 'Jack Black', 'Kevin Hart', 'Karen Gillan', 'Nick Jonas', 'Awkwafina', 'Alex Wolff', 'Morgan Turner', ""Ser'Darius Blain"", 'Madison Iseman', 'Danny Glover', 'Danny DeVito']"
The Haunting of Sharon Tate,"['Hilary Duff', 'Jonathan Bennett', 'Lydia Hearst', 'Pawel Szajda', 'Ryan Cargill']"
Black Water: Abyss,[]
Ammonite,"['Kate Winslet', 'Saoirse Ronan', 'Gemma Jones', 'James McArdle', 'Alec Secăreanu', 'Fiona Shaw']"
Operation Fortune: Ruse de Guerre,"['Jason Statham', 'Aubrey Plaza', 'Josh Hartnett', 'Cary Elwes', 'Bugzy Malone', 'Eddie Marsan', 'Hugh Grant']"
Red Notice,"['Dwayne Johnson', 'Ryan Reynolds', 'Gal Gadot', 'Ritu Arya', 'Chris Diamantopoulos']"
Aschhe Abar Shabor,[]
The Operative,"['Diane Kruger', 'Martin Freeman', 'Cas Anvar']"
Asterix: The Secret of the Magic Potion,"['Christian Clavier', 'Guillaume Briat', 'Bernard Alane', 'Daniel Mesguich', 'Lévanah Solomon']"
Come Play,"['Gillian Jacobs', 'John Gallagher Jr.', 'Azhy Robertson', 'Winslow Fegley']"
Praana,[]
Quiet Comes the Dawn,[]
Parwaaz Hai Junoon,"['Hamza Ali Abbasi', 'Ahad Raza Mir', 'Hania Amir', 'Kubra Khan']"
Us and Them,"['Jing Boran', 'Zhou Dongyu', 'Tian Zhuangzhuang']"
Jurassic World Dominion,"['Chris Pratt', 'Bryce Dallas Howard', 'Laura Dern', 'Jeff Goldblum', 'Sam Neill', 'DeWanda Wise', 'Mamoudou Athie', 'BD Wong', 'Omar Sy']"
Taxiwaala,[]
Hello Guru Prema Kosame,[]
Little,"['Regina Hall', 'Issa Rae', 'Marsai Martin']"
The Woman King,"['Viola Davis', 'Thuso Mbedu', 'Lashana Lynch', 'Sheila Atim', 'Hero Fiennes Tiffin', 'John Boyega']"
Turning Red,"['Rosalie Chiang', 'Sandra Oh', 'Ava Morse', 'Hyein Park', 'Maitreyi Ramakrishnan', 'Orion Lee', 'Wai Ching Ho', 'Tristan Allerick Chen', 'James Hong']"
Andhadhun,"['Tabu', 'Ayushmann Khurrana', 'Radhika Apte', 'Anil Dhawan']"
Pokémon the Movie:The Power of Us,[]
The Many Saints of Newark,"['Alessandro Nivola', 'Leslie Odom Jr.', 'Jon Bernthal', 'Corey Stoll', 'Michael Gandolfini', 'Billy Magnussen', 'Michela De Rossi', 'John Magaro', 'Ray Liotta', 'Vera Farmiga']"
Bodies Bodies Bodies,"['Amandla Stenberg', 'Maria Bakalova', ""Myha'la Herrold"", 'Chase Sui Wonders', 'Rachel Sennott', 'Lee Pace', 'Pete Davidson']"
Running the Bases,"['Brett Varvel', 'Gigi Orsillo', 'Todd Terry', 'Cameron Arnett']"
Willy's Wonderland,"['Nicolas Cage', 'Emily Tosta', 'Ric Reitz', 'David Sheftell', 'Beth Grant']"
The Bad Guys,"['Sam Rockwell', 'Marc Maron', 'Awkwafina', 'Craig Robinson', 'Anthony Ramos', 'Richard Ayoade', 'Zazie Beetz', 'Alex Borstein', 'Lilly Singh']"
Thiruda Thirudi,[]
Dark Figure of Crime,[]
Gonjiam: Haunted Asylum,"['Wi Ha-joon', 'Park Ji-hyun', 'Oh Ah-yeon', 'Moon Ye-won', 'Park Sung-hoon', 'Yoo Je-yoon', 'Lee Seung-wook', 'Park Ji-a']"
To Leslie,"['Andrea Riseborough', 'Andre Royo', 'Owen Teague', 'Stephen Root', 'James Landry Hébert', 'Marc Maron', 'Allison Janney']"
3 from Hell,"['Sheri Moon Zombie', 'Bill Moseley', 'Richard Brake', 'Jeff Daniel Phillips', 'Dee Wallace', 'Emilio Rivera', 'Richard Edson', 'Kevin Jackson', 'Pancho Moler', 'Steven Michael Quezada', 'Clint Howard', 'Barry Bostwick', 'Danny Trejo', 'Sid Haig']"
Kajillionaire,"['Evan Rachel Wood', 'Debra Winger', 'Gina Rodriguez', 'Richard Jenkins']"
Honey Boy,"['Shia LaBeouf', 'Lucas Hedges', 'Noah Jupe', 'FKA Twigs', 'Maika Monroe', 'Natasha Lyonne']"
Happy Death Day 2U,"['Jessica Rothe', 'Israel Broussard', 'Suraj Sharma', 'Steve Zissis']"
Follow Me,[]
Raging Fire,[]
Flavors of Youth,"['Taito Ban', 'Mariya Ise', 'Takeo Otsuka', 'Ikumi Hasegawa', 'Minako Kotobuki', 'Haruka Shiraishi', 'Hiroki Yasumoto']"
RRR,"['N. T. Rama Rao Jr.', 'Ram Charan', 'Ajay Devgn', 'Alia Bhatt', 'Ray Stevenson']"
My Spy,"['Dave Bautista', 'Chloe Coleman', 'Kristen Schaal', 'Parisa Fitz-Henley', 'Ken Jeong']"
Fantastic Fungi,"['Paul Stamets', 'Michael Pollan', 'Eugenia Bone', 'Andrew Weil', 'Giuliana Furci']"
Capernaum,"['Zain Al Rafeea', 'Yordanos Shiferaw', 'Boluwatife Bankole', 'Kawthar Al Haddad', 'Fadi Kamel Youssef', 'Nour el Husseini', 'Alaa Chouchnieh', 'Cedra Izam', 'Nadine Labaki', 'Joseph Jimbazian', 'Farah Hasno', 'Boluwatife Treasure Bankole']"
Rafiki,"['Samantha Mugatsia', 'Sheila Munyiva']"
Pain and Glory,"['Antonio Banderas', 'Asier Etxeandia', 'Leonardo Sbaraglia', 'Nora Navas', 'Julieta Serrano', 'Penélope Cruz']"
You Won't Be Alone,"['Sara Klimoska', 'Anamaria Marinca', 'Alice Englert', 'Félix Maritaud', 'Carloto Cotta', 'Noomi Rapace']"
Everybody's Talking About Jamie,"['Max Harwood', 'Sarah Lancashire', 'Lauren Patel', 'Shobna Gulati', 'Ralph Ineson', 'Adeel Akhtar', 'Samuel Bottomley', 'Sharon Horgan', 'Richard E. Grant', 'Zane Alsaroori']"
Annabelle Comes Home,"['Mckenna Grace', 'Madison Iseman', 'Katie Sarife', 'Vera Farmiga', 'Patrick Wilson']"
5 Is the Perfect Number,[]
The 355,"['Jessica Chastain', 'Penélope Cruz', 'Fan Bingbing', 'Diane Kruger', ""Lupita Nyong'o"", 'Édgar Ramírez', 'Sebastian Stan']"
Sorry We Missed You,"['Kris Hitchen', 'Debbie Honeywood', 'Rhys Stone', 'Katie Proctor']"
The Wedding Year,"['Sarah Hyland', 'Tyler James Williams', 'Jenna Dewan', 'Matt Shively', 'Anna Camp']"
Vivarium,"['Imogen Poots', 'Jesse Eisenberg']"
Gunpowder Milkshake,"['Karen Gillan', 'Lena Headey', 'Carla Gugino', 'Chloe Coleman', 'Michelle Yeoh', 'Angela Bassett', 'Paul Giamatti']"
Peter Rabbit 2: The Runaway,"['Rose Byrne', 'Domhnall Gleeson', 'David Oyelowo', 'Elizabeth Debicki', 'Lennie James', 'Margot Robbie', 'James Corden']"
Stand by Me,"['Wil Wheaton', 'River Phoenix', 'Corey Feldman', ""Jerry O'Connell"", 'Kiefer Sutherland']"
Hitman's Wife's Bodyguard,"['Ryan Reynolds', 'Samuel L. Jackson', 'Salma Hayek', 'Antonio Banderas', 'Morgan Freeman']"
A Dog's Journey,"['Marg Helgenberger', 'Betty Gilpin', 'Henry Lau', 'Kathryn Prescott', 'Dennis Quaid', 'Josh Gad']"
Chhakka Panja 3,[]
Dany,[]
The Two Popes,"['Anthony Hopkins', 'Jonathan Pryce']"
Money Trap,[]
The Tax Collector,"['George Lopez', 'Shia LaBeouf']"
